tavg,co,no,no2,o3,pm10,pm25,so2,date,latitude,longitude
0.1,0.325,46.666666666666664,40.4,12.666666666666666,26.0,19.0,0.83,2022-12-10,52.39397200025616,4.870156999790721
1.7,0.455,38.0,51.0,2.513333333333333,33.0,26.0,1.6,2022-12-11,52.35803899985509,4.899699999642448
1.7,0.36,21.0,46.0,0.64,33.0,26.0,1.6,2022-12-11,52.359714000013874,4.866208000411839
1.7,0.455,26.0,50.0,2.513333333333333,35.4,26.0,1.6,2022-12-11,52.37205599978701,4.904399999582005
1.7,0.455,72.0,59.0,2.513333333333333,39.0,26.0,1.6,2022-12-11,52.374786000246935,4.86031900024369
1.7,0.455,22.0,52.8,3.8,35.4,26.0,1.6,2022-12-11,52.38931400010768,4.9438219998869615
1.7,0.55,47.0,58.0,3.1,41.0,29.0,1.6,2022-12-11,52.389983000188224,4.88781099987638
1.7,0.455,37.666666666666664,52.8,2.513333333333333,31.0,23.0,1.6,2022-12-11,52.39397200025616,4.870156999790721
-1.3,0.45,39.0,56.0,7.466666666666666,33.0,20.0,1.5,2022-12-12,52.35803899985509,4.899699999642448
-1.3,0.37,21.0,45.0,6.6,29.0,19.0,1.5,2022-12-12,52.359714000013874,4.866208000411839
-1.3,0.45,28.0,44.0,7.466666666666666,30.0,19.75,1.5,2022-12-12,52.37205599978701,4.904399999582005
-1.3,0.45,71.0,61.0,7.466666666666666,32.0,19.75,1.5,2022-12-12,52.374786000246935,4.86031900024369
-1.3,0.45,40.0,52.2,9.3,30.0,19.75,1.5,2022-12-12,52.38931400010768,4.9438219998869615
-1.3,0.53,37.0,55.0,6.5,27.0,21.0,1.5,2022-12-12,52.389983000188224,4.88781099987638
-1.3,0.45,39.333333333333336,52.2,7.466666666666666,29.0,19.0,1.5,2022-12-12,52.39397200025616,4.870156999790721
-3.3,0.495,9.220394650205762,73.0,3.426666666666667,22.0,13.0,0.93,2022-12-13,52.35803899985509,4.899699999642448
-3.3,0.4,1.5803238095238095,54.0,0.18,20.0,14.0,0.93,2022-12-13,52.359714000013874,4.866208000411839
-3.3,0.495,12.274537093023255,74.0,3.426666666666667,23.0,12.75,0.93,2022-12-13,52.374786000246935,4.86031900024369
-3.3,0.495,2.441637984496124,67.75,4.7,20.4,12.75,0.93,2022-12-13,52.38931400010768,4.9438219998869615
-3.3,0.59,8.839829069767443,70.0,5.4,20.0,13.0,0.93,2022-12-13,52.389983000188224,4.88781099987638
-3.3,0.495,6.395690594202899,67.75,3.426666666666667,17.0,11.0,0.93,2022-12-13,52.39397200025616,4.870156999790721
-2.3,0.385,110.0,55.0,20.666666666666668,24.0,11.0,1.0,2022-12-14,52.35803899985509,4.899699999642448
-2.3,0.33,31.0,42.0,17.0,22.0,11.0,1.0,2022-12-14,52.359714000013874,4.866208000411839
-2.3,0.385,46.0,56.0,20.666666666666668,23.8,11.0,1.0,2022-12-14,52.37205599978701,4.904399999582005
-2.3,0.385,180.0,71.0,20.666666666666668,24.0,11.0,1.0,2022-12-14,52.374786000246935,4.86031900024369
-2.3,0.385,22.0,55.4,26.0,23.8,11.0,1.0,2022-12-14,52.38931400010768,4.9438219998869615
-2.3,0.44,78.0,53.0,19.0,21.0,12.0,1.0,2022-12-14,52.389983000188224,4.88781099987638
-2.3,0.385,77.83333333333333,55.4,20.666666666666668,28.0,10.0,1.0,2022-12-14,52.39397200025616,4.870156999790721
0.1,0.29,30.0,36.0,15.0,45.0,38.0,0.68,2022-12-15,52.35803899985509,4.899699999642448
0.1,0.21,3.3,28.0,13.0,44.0,38.0,0.68,2022-12-15,52.359714000013874,4.866208000411839
0.1,0.29,5.0,33.0,15.0,42.8,37.25,0.68,2022-12-15,52.37205599978701,4.904399999582005
0.1,0.29,22.0,37.0,15.0,45.0,37.25,0.68,2022-12-15,52.374786000246935,4.86031900024369
0.1,0.29,3.2,33.8,18.0,42.8,37.25,0.68,2022-12-15,52.38931400010768,4.9438219998869615
0.1,0.37,20.0,35.0,14.0,42.0,41.0,0.68,2022-12-15,52.389983000188224,4.88781099987638
0.1,0.29,13.916666666666666,33.8,15.0,38.0,32.0,0.68,2022-12-15,52.39397200025616,4.870156999790721
0.1,0.265,17.0,35.0,14.666666666666666,32.0,27.0,0.9,2022-12-16,52.35803899985509,4.899699999642448
0.1,0.19,3.1,29.0,14.0,35.0,27.0,0.9,2022-12-16,52.359714000013874,4.866208000411839
0.1,0.265,3.5,33.0,14.666666666666666,31.4,27.25,0.9,2022-12-16,52.37205599978701,4.904399999582005
0.1,0.265,14.0,35.0,14.666666666666666,33.0,27.25,0.9,2022-12-16,52.374786000246935,4.86031900024369
0.1,0.265,3.1,33.8,16.0,31.4,27.25,0.9,2022-12-16,52.38931400010768,4.9438219998869615
0.1,0.34,14.0,37.0,14.0,30.0,31.0,0.9,2022-12-16,52.389983000188224,4.88781099987638
0.1,0.265,9.116666666666667,33.8,14.666666666666666,27.0,24.0,0.9,2022-12-16,52.39397200025616,4.870156999790721
-1.8,0.28,7.3,24.0,26.0,13.0,9.5,0.85,2022-12-17,52.35803899985509,4.899699999642448
-1.8,0.2,0.05,19.0,26.0,14.0,10.0,0.85,2022-12-17,52.359714000013874,4.866208000411839
-1.8,0.28,1.9,16.0,26.0,13.2,9.4,0.85,2022-12-17,52.37205599978701,4.904399999582005
-1.8,0.28,7.8,24.0,26.0,15.0,9.4,0.85,2022-12-17,52.374786000246935,4.86031900024369
-1.8,0.28,0.15,21.8,27.0,13.2,9.4,0.85,2022-12-17,52.38931400010768,4.9438219998869615
-1.8,0.36,4.9,26.0,25.0,14.0,11.0,0.85,2022-12-17,52.389983000188224,4.88781099987638
-1.8,0.28,3.6833333333333336,21.8,26.0,10.0,7.1,0.85,2022-12-17,52.39397200025616,4.870156999790721
-2.6,0.2756469298245614,15.0,32.0,49.225245283018864,16.689607843137257,9.513673469387754,0.6911007843137256,2022-12-18,52.35803899985509,4.899699999642448
-2.6,0.2495578512396694,0.82,32.0,47.62021978021978,17.133650190114068,9.48126984126984,0.6845653992395436,2022-12-18,52.359714000013874,4.866208000411839
-2.6,0.28152368421052637,31.0,32.0,49.47648967551623,17.47513888888889,10.328106540084388,0.6657586666666667,2022-12-18,52.37205599978701,4.904399999582005
-2.6,0.2780581896551724,22.0,32.0,48.98158612143742,17.78069498069498,9.843766666666665,0.6907460966542751,2022-12-18,52.374786000246935,4.86031900024369
-2.6,0.2791382978723404,1.3,32.0,49.57047794117647,17.2137786259542,9.742344006568144,0.6913767175572519,2022-12-18,52.38931400010768,4.9438219998869615
-2.6,0.30500826446281,10.0,32.0,47.78763440860215,17.62007434944238,11.256190476190477,0.6907460966542752,2022-12-18,52.389983000188224,4.88781099987638
6.6,0.2756469298245614,16.0,31.0,49.225245283018864,16.689607843137257,9.513673469387754,0.6911007843137256,2022-12-19,52.35803899985509,4.899699999642448
6.6,0.2495578512396694,0.4,31.0,47.62021978021978,17.133650190114068,9.48126984126984,0.6845653992395436,2022-12-19,52.359714000013874,4.866208000411839
6.6,0.28152368421052637,69.0,31.0,49.47648967551623,17.47513888888889,10.328106540084388,0.6657586666666667,2022-12-19,52.37205599978701,4.904399999582005
6.6,0.2780581896551724,19.0,31.0,48.98158612143742,17.78069498069498,9.843766666666665,0.6907460966542751,2022-12-19,52.374786000246935,4.86031900024369
6.6,0.2791382978723404,0.9,31.0,49.57047794117647,17.2137786259542,9.742344006568144,0.6913767175572519,2022-12-19,52.38931400010768,4.9438219998869615
6.6,0.30500826446281,17.0,31.0,47.78763440860215,17.62007434944238,11.256190476190477,0.6907460966542752,2022-12-19,52.389983000188224,4.88781099987638
9.5,0.2756469298245614,30.0,46.0,49.225245283018864,16.689607843137257,9.513673469387754,0.6911007843137256,2022-12-20,52.35803899985509,4.899699999642448
9.5,0.2495578512396694,-0.5,46.0,47.62021978021978,17.133650190114068,9.48126984126984,0.6845653992395436,2022-12-20,52.359714000013874,4.866208000411839
9.5,0.28152368421052637,37.0,46.0,49.47648967551623,17.47513888888889,10.328106540084388,0.6657586666666667,2022-12-20,52.37205599978701,4.904399999582005
9.5,0.2780581896551724,35.0,46.0,48.98158612143742,17.78069498069498,9.843766666666665,0.6907460966542751,2022-12-20,52.374786000246935,4.86031900024369
9.5,0.2791382978723404,8.9,46.0,49.57047794117647,17.2137786259542,9.742344006568144,0.6913767175572519,2022-12-20,52.38931400010768,4.9438219998869615
9.5,0.30500826446281,22.0,46.0,47.78763440860215,17.62007434944238,11.256190476190477,0.6907460966542752,2022-12-20,52.389983000188224,4.88781099987638
8.2,0.2756469298245614,14.0,25.0,49.225245283018864,16.689607843137257,9.513673469387754,0.6911007843137256,2022-12-22,52.35803899985509,4.899699999642448
8.2,0.2495578512396694,-0.25,25.0,47.62021978021978,17.133650190114068,9.48126984126984,0.6845653992395436,2022-12-22,52.359714000013874,4.866208000411839
8.2,0.28152368421052637,1.2,25.0,49.47648967551623,17.47513888888889,10.328106540084388,0.6657586666666667,2022-12-22,52.37205599978701,4.904399999582005
8.2,0.2780581896551724,11.0,25.0,48.98158612143742,17.78069498069498,9.843766666666665,0.6907460966542751,2022-12-22,52.374786000246935,4.86031900024369
8.2,0.2791382978723404,0.15,25.0,49.57047794117647,17.2137786259542,9.742344006568144,0.6913767175572519,2022-12-22,52.38931400010768,4.9438219998869615
8.2,0.30500826446281,7.6,25.0,47.78763440860215,17.62007434944238,11.256190476190477,0.6907460966542752,2022-12-22,52.389983000188224,4.88781099987638
9.1,0.2756469298245614,17.0,35.0,49.225245283018864,16.689607843137257,9.513673469387754,0.6911007843137256,2022-12-23,52.35803899985509,4.899699999642448
9.1,0.2495578512396694,1.9,35.0,47.62021978021978,17.133650190114068,9.48126984126984,0.6845653992395436,2022-12-23,52.359714000013874,4.866208000411839
9.1,0.28152368421052637,0.9,35.0,49.47648967551623,17.47513888888889,10.328106540084388,0.6657586666666667,2022-12-23,52.37205599978701,4.904399999582005
9.1,0.2780581896551724,16.0,35.0,48.98158612143742,17.78069498069498,9.843766666666665,0.6907460966542751,2022-12-23,52.374786000246935,4.86031900024369
9.1,0.2791382978723404,3.3,35.0,49.57047794117647,17.2137786259542,9.742344006568144,0.6913767175572519,2022-12-23,52.38931400010768,4.9438219998869615
9.1,0.30500826446281,11.0,35.0,47.78763440860215,17.62007434944238,11.256190476190477,0.6907460966542752,2022-12-23,52.389983000188224,4.88781099987638
8.9,0.2756469298245614,5.6,12.0,49.225245283018864,16.689607843137257,9.513673469387754,0.6911007843137256,2022-12-24,52.35803899985509,4.899699999642448
8.9,0.2495578512396694,-0.45,12.0,47.62021978021978,17.133650190114068,9.48126984126984,0.6845653992395436,2022-12-24,52.359714000013874,4.866208000411839
8.9,0.28152368421052637,-0.58,12.0,49.47648967551623,17.47513888888889,10.328106540084388,0.6657586666666667,2022-12-24,52.37205599978701,4.904399999582005
8.9,0.2780581896551724,5.1,12.0,48.98158612143742,17.78069498069498,9.843766666666665,0.6907460966542751,2022-12-24,52.374786000246935,4.86031900024369
8.9,0.2791382978723404,0.27,12.0,49.57047794117647,17.2137786259542,9.742344006568144,0.6913767175572519,2022-12-24,52.38931400010768,4.9438219998869615
8.9,0.30500826446281,2.3,12.0,47.78763440860215,17.62007434944238,11.256190476190477,0.6907460966542752,2022-12-24,52.389983000188224,4.88781099987638
8.6,0.2756469298245614,7.3,17.0,49.225245283018864,16.689607843137257,9.513673469387754,0.6911007843137256,2022-12-25,52.35803899985509,4.899699999642448
8.6,0.2495578512396694,-0.15,17.0,47.62021978021978,17.133650190114068,9.48126984126984,0.6845653992395436,2022-12-25,52.359714000013874,4.866208000411839
8.6,0.28152368421052637,0.95,17.0,49.47648967551623,17.47513888888889,10.328106540084388,0.6657586666666667,2022-12-25,52.37205599978701,4.904399999582005
8.6,0.2780581896551724,8.5,17.0,48.98158612143742,17.78069498069498,9.843766666666665,0.6907460966542751,2022-12-25,52.374786000246935,4.86031900024369
8.6,0.2791382978723404,-0.1,17.0,49.57047794117647,17.2137786259542,9.742344006568144,0.6913767175572519,2022-12-25,52.38931400010768,4.9438219998869615
8.6,0.30500826446281,5.6,17.0,47.78763440860215,17.62007434944238,11.256190476190477,0.6907460966542752,2022-12-25,52.389983000188224,4.88781099987638
7.7,0.2756469298245614,2.7,8.5,49.225245283018864,16.689607843137257,9.513673469387754,0.6911007843137256,2022-12-26,52.35803899985509,4.899699999642448
7.7,0.2495578512396694,-0.6,8.5,47.62021978021978,17.133650190114068,9.48126984126984,0.6845653992395436,2022-12-26,52.359714000013874,4.866208000411839
7.7,0.28152368421052637,0.3,8.5,49.47648967551623,17.47513888888889,10.328106540084388,0.6657586666666667,2022-12-26,52.37205599978701,4.904399999582005
7.7,0.2780581896551724,3.2,8.5,48.98158612143742,17.78069498069498,9.843766666666665,0.6907460966542751,2022-12-26,52.374786000246935,4.86031900024369
7.7,0.2791382978723404,-0.4,8.5,49.57047794117647,17.2137786259542,9.742344006568144,0.6913767175572519,2022-12-26,52.38931400010768,4.9438219998869615
7.7,0.30500826446281,1.2,8.5,47.78763440860215,17.62007434944238,11.256190476190477,0.6907460966542752,2022-12-26,52.389983000188224,4.88781099987638
6.6,0.2756469298245614,11.0,17.0,49.225245283018864,16.689607843137257,9.513673469387754,0.6911007843137256,2022-12-27,52.35803899985509,4.899699999642448
6.6,0.2495578512396694,-0.2,17.0,47.62021978021978,17.133650190114068,9.48126984126984,0.6845653992395436,2022-12-27,52.359714000013874,4.866208000411839
6.6,0.28152368421052637,1.4,17.0,49.47648967551623,17.47513888888889,10.328106540084388,0.6657586666666667,2022-12-27,52.37205599978701,4.904399999582005
6.6,0.2780581896551724,15.0,17.0,48.98158612143742,17.78069498069498,9.843766666666665,0.6907460966542751,2022-12-27,52.374786000246935,4.86031900024369
6.6,0.2791382978723404,0.55,17.0,49.57047794117647,17.2137786259542,9.742344006568144,0.6913767175572519,2022-12-27,52.38931400010768,4.9438219998869615
6.6,0.30500826446281,5.4,17.0,47.78763440860215,17.62007434944238,11.256190476190477,0.6907460966542752,2022-12-27,52.389983000188224,4.88781099987638
8.9,0.17,8.9,21.0,48.0,11.0,4.0,1.5,2022-12-28,52.35803899985509,4.899699999642448
8.9,0.17,-0.54,11.0,49.0,12.0,3.8333333333333335,1.5,2022-12-28,52.359714000013874,4.866208000411839
8.9,0.17,0.78,14.0,48.0,11.7,3.8333333333333335,1.5,2022-12-28,52.37205599978701,4.904399999582005
8.9,0.17,7.4,17.0,48.0,14.0,3.8333333333333335,1.5,2022-12-28,52.374786000246935,4.86031900024369
8.9,0.17,0.04,15.6,48.0,11.7,3.8333333333333335,1.5,2022-12-28,52.38931400010768,4.9438219998869615
8.9,0.17,5.5,15.0,47.0,12.0,5.3,1.5,2022-12-28,52.389983000188224,4.88781099987638
8.9,0.17,3.6799999999999997,15.6,48.0,9.5,2.2,1.5,2022-12-28,52.39397200025616,4.870156999790721
9.5,0.13,11.0,17.0,55.0,10.0,5.3,1.6,2022-12-29,52.35803899985509,4.899699999642448
9.5,0.13,-0.5,10.0,57.0,9.4,4.8999999999999995,1.6,2022-12-29,52.359714000013874,4.866208000411839
9.5,0.13,0.8,15.0,55.0,10.540000000000001,4.8999999999999995,1.6,2022-12-29,52.37205599978701,4.904399999582005
9.5,0.13,10.0,18.0,55.0,13.0,4.8999999999999995,1.6,2022-12-29,52.374786000246935,4.86031900024369
9.5,0.13,-0.3,15.2,55.0,10.540000000000001,4.8999999999999995,1.6,2022-12-29,52.38931400010768,4.9438219998869615
9.5,0.13,8.0,16.0,53.0,12.0,5.7,1.6,2022-12-29,52.389983000188224,4.88781099987638
9.5,0.13,4.833333333333333,15.2,55.0,8.3,3.7,1.6,2022-12-29,52.39397200025616,4.870156999790721
7.8,0.12,8.8,19.0,54.0,50.0,39.0,2.9,2022-12-30,52.35803899985509,4.899699999642448
7.8,0.12,-0.57,8.4,56.0,31.0,34.333333333333336,2.9,2022-12-30,52.359714000013874,4.866208000411839
7.8,0.12,-0.05,9.1,54.0,43.4,34.333333333333336,2.9,2022-12-30,52.37205599978701,4.904399999582005
7.8,0.12,6.7,16.0,54.0,57.0,34.333333333333336,2.9,2022-12-30,52.374786000246935,4.86031900024369
7.8,0.12,-0.28,13.5,54.0,43.4,34.333333333333336,2.9,2022-12-30,52.38931400010768,4.9438219998869615
7.8,0.12,5.6,15.0,52.0,45.0,37.0,2.9,2022-12-30,52.389983000188224,4.88781099987638
7.8,0.12,3.3666666666666667,13.5,54.0,34.0,27.0,2.9,2022-12-30,52.39397200025616,4.870156999790721
13.1,0.13,5.3,24.0,47.0,8.5,4.1,1.4,2022-12-31,52.35803899985509,4.899699999642448
13.1,0.13,0.9,11.0,47.0,10.0,5.5,1.4,2022-12-31,52.359714000013874,4.866208000411839
13.1,0.13,0.6,18.0,47.0,10.9,5.5,1.4,2022-12-31,52.37205599978701,4.904399999582005
13.1,0.13,7.1,26.0,47.0,13.0,5.5,1.4,2022-12-31,52.374786000246935,4.86031900024369
13.1,0.13,-0.35,19.4,47.0,10.9,5.5,1.4,2022-12-31,52.38931400010768,4.9438219998869615
13.1,0.13,4.9,18.0,47.0,11.0,7.1,1.4,2022-12-31,52.389983000188224,4.88781099987638
13.1,0.13,3.0749999999999997,19.4,47.0,12.0,5.3,1.4,2022-12-31,52.39397200025616,4.870156999790721
12.2,0.14,11.0,37.0,18.0,14.0,11.0,1.4,2023-01-01,52.35803899985509,4.899699999642448
12.2,0.14,2.3,25.0,19.0,21.0,11.866666666666667,1.4,2023-01-01,52.359714000013874,4.866208000411839
12.2,0.14,2.4,35.0,18.0,17.4,11.866666666666667,1.4,2023-01-01,52.37205599978701,4.904399999582005
12.2,0.14,19.0,38.0,18.0,18.0,11.866666666666667,1.4,2023-01-01,52.374786000246935,4.86031900024369
12.2,0.14,2.8,34.6,18.0,17.4,11.866666666666667,1.4,2023-01-01,52.38931400010768,4.9438219998869615
12.2,0.14,13.0,38.0,17.0,20.0,16.0,1.4,2023-01-01,52.389983000188224,4.88781099987638
12.2,0.14,8.416666666666666,34.6,18.0,14.0,8.6,1.4,2023-01-01,52.39397200025616,4.870156999790721
8.7,0.082,5.7,11.0,62.5,8.8,5.0,1.3,2023-01-02,52.35803899985509,4.899699999642448
8.7,0.082,2.1,8.2,62.0,12.0,5.833333333333333,1.3,2023-01-02,52.359714000013874,4.866208000411839
8.7,0.082,0.17,10.0,62.5,12.559999999999999,5.833333333333333,1.3,2023-01-02,52.37205599978701,4.904399999582005
8.7,0.082,8.8,12.0,62.5,16.0,5.833333333333333,1.3,2023-01-02,52.374786000246935,4.86031900024369
8.7,0.082,0.25,10.02,62.5,12.559999999999999,5.833333333333333,1.3,2023-01-02,52.38931400010768,4.9438219998869615
8.7,0.082,2.9,8.9,63.0,16.0,7.2,1.3,2023-01-02,52.389983000188224,4.88781099987638
8.7,0.082,3.3200000000000003,10.02,62.5,10.0,5.3,1.3,2023-01-02,52.39397200025616,4.870156999790721
5.5,0.15,9.220394650205762,19.0,45.5,18.0,7.7,1.3,2023-01-03,52.35803899985509,4.899699999642448
5.5,0.15,1.5803238095238095,13.0,46.0,21.0,8.4,1.3,2023-01-03,52.359714000013874,4.866208000411839
5.5,0.15,12.274537093023255,19.0,45.5,23.0,8.4,1.3,2023-01-03,52.374786000246935,4.86031900024369
5.5,0.15,8.839829069767443,16.0,45.0,25.0,11.0,1.3,2023-01-03,52.389983000188224,4.88781099987638
5.5,0.15,6.395690594202899,16.75,45.5,17.0,6.5,1.3,2023-01-03,52.39397200025616,4.870156999790721
11.6,0.13,11.0,16.0,56.5,7.3,3.3,1.5,2023-01-04,52.35803899985509,4.899699999642448
11.6,0.13,0.13,10.0,58.0,11.0,3.9,1.5,2023-01-04,52.359714000013874,4.866208000411839
11.6,0.13,0.4,19.0,56.5,10.34,3.9,1.5,2023-01-04,52.37205599978701,4.904399999582005
11.6,0.13,15.0,20.0,56.5,13.0,3.9,1.5,2023-01-04,52.374786000246935,4.86031900024369
11.6,0.13,0.33,15.8,56.5,10.34,3.9,1.5,2023-01-04,52.38931400010768,4.9438219998869615
11.6,0.13,6.0,14.0,55.0,12.0,5.6,1.5,2023-01-04,52.389983000188224,4.88781099987638
11.6,0.13,5.476666666666667,15.8,56.5,8.4,2.8,1.5,2023-01-04,52.39397200025616,4.870156999790721
10.5,0.12,10.0,16.0,46.0,7.9,4.9,1.4,2023-01-05,52.35803899985509,4.899699999642448
10.5,0.12,-0.53,7.8,47.0,9.3,5.633333333333333,1.4,2023-01-05,52.359714000013874,4.866208000411839
10.5,0.12,0.033,11.0,46.0,9.4,5.633333333333333,1.4,2023-01-05,52.37205599978701,4.904399999582005
10.5,0.12,5.7,15.0,46.0,10.0,5.633333333333333,1.4,2023-01-05,52.374786000246935,4.86031900024369
10.5,0.12,-0.2,12.559999999999999,46.0,9.4,5.633333333333333,1.4,2023-01-05,52.38931400010768,4.9438219998869615
10.5,0.12,4.9,13.0,45.0,9.8,7.9,1.4,2023-01-05,52.389983000188224,4.88781099987638
10.5,0.12,3.3171666666666666,12.559999999999999,46.0,10.0,4.1,1.4,2023-01-05,52.39397200025616,4.870156999790721
10.0,0.12,10.0,19.0,58.0,8.8,1.9,1.4,2023-01-06,52.35803899985509,4.899699999642448
10.0,0.12,-0.6,7.9,60.0,11.0,3.1666666666666665,1.4,2023-01-06,52.359714000013874,4.866208000411839
10.0,0.12,0.0,17.0,58.0,9.919999999999998,3.1666666666666665,1.4,2023-01-06,52.37205599978701,4.904399999582005
10.0,0.12,9.5,17.0,58.0,10.0,3.1666666666666665,1.4,2023-01-06,52.374786000246935,4.86031900024369
10.0,0.12,-0.2,14.780000000000001,58.0,9.919999999999998,3.1666666666666665,1.4,2023-01-06,52.38931400010768,4.9438219998869615
10.0,0.12,10.0,13.0,56.0,12.0,5.2,1.4,2023-01-06,52.389983000188224,4.88781099987638
10.0,0.12,4.783333333333333,14.780000000000001,58.0,7.8,2.4,1.4,2023-01-06,52.39397200025616,4.870156999790721
10.2,0.16999999999999998,5.3,24.0,52.5,7.8,4.1,1.4,2023-01-07,52.35803899985509,4.899699999642448
10.2,0.12,-0.13,16.0,51.0,11.0,5.5,1.4,2023-01-07,52.359714000013874,4.866208000411839
10.2,0.16999999999999998,0.15,10.0,52.5,10.959999999999999,4.425,1.4,2023-01-07,52.37205599978701,4.904399999582005
10.2,0.16999999999999998,3.3,29.0,52.5,14.0,4.425,1.4,2023-01-07,52.374786000246935,4.86031900024369
10.2,0.16999999999999998,-0.25,21.0,54.0,10.959999999999999,4.425,1.4,2023-01-07,52.38931400010768,4.9438219998869615
10.2,0.22,2.0,26.0,52.5,10.0,4.3,1.4,2023-01-07,52.389983000188224,4.88781099987638
10.2,0.16999999999999998,1.7283333333333335,21.0,52.5,12.0,3.8,1.4,2023-01-07,52.39397200025616,4.870156999790721
8.2,0.175,11.0,22.0,47.0,15.0,5.3,1.4,2023-01-08,52.35803899985509,4.899699999642448
8.2,0.11,-0.6,15.0,47.0,20.0,5.9,1.4,2023-01-08,52.359714000013874,4.866208000411839
8.2,0.175,1.2,16.0,47.0,18.2,5.9750000000000005,1.4,2023-01-08,52.37205599978701,4.904399999582005
8.2,0.175,6.5,24.0,47.0,20.0,5.9750000000000005,1.4,2023-01-08,52.374786000246935,4.86031900024369
8.2,0.175,0.1,19.4,47.0,18.2,5.9750000000000005,1.4,2023-01-08,52.38931400010768,4.9438219998869615
8.2,0.24,11.0,20.0,47.0,19.0,8.4,1.4,2023-01-08,52.389983000188224,4.88781099987638
8.2,0.175,4.866666666666667,19.4,47.0,17.0,4.3,1.4,2023-01-08,52.39397200025616,4.870156999790721
7.1,0.155,9.220394650205762,19.0,56.5,13.0,4.0,1.3,2023-01-09,52.35803899985509,4.899699999642448
7.1,0.11,1.5803238095238095,12.0,56.0,17.0,4.0,1.3,2023-01-09,52.359714000013874,4.866208000411839
7.1,0.155,12.274537093023255,22.0,56.5,18.0,4.575,1.3,2023-01-09,52.374786000246935,4.86031900024369
7.1,0.155,2.441637984496124,17.0,57.0,16.0,4.575,1.3,2023-01-09,52.38931400010768,4.9438219998869615
7.1,0.2,8.839829069767443,15.0,56.5,18.0,6.8,1.3,2023-01-09,52.389983000188224,4.88781099987638
7.1,0.155,6.395690594202899,17.0,56.5,14.0,3.5,1.3,2023-01-09,52.39397200025616,4.870156999790721
7.1,0.185,6.9,21.0,65.0,7.1,2.8,1.3,2023-01-10,52.35803899985509,4.899699999642448
7.1,0.14,-0.2,14.0,67.0,7.1,-0.7,1.3,2023-01-10,52.359714000013874,4.866208000411839
7.1,0.185,0.73,20.0,65.0,8.0,2.025,1.3,2023-01-10,52.37205599978701,4.904399999582005
7.1,0.185,8.2,17.0,65.0,11.0,2.025,1.3,2023-01-10,52.374786000246935,4.86031900024369
7.1,0.185,-0.1,16.8,63.0,8.0,2.025,1.3,2023-01-10,52.38931400010768,4.9438219998869615
7.1,0.23,2.6,12.0,65.0,10.0,7.1,1.3,2023-01-10,52.389983000188224,4.88781099987638
7.1,0.185,3.0216666666666665,16.8,65.0,4.8,-1.1,1.3,2023-01-10,52.39397200025616,4.870156999790721
10.0,0.14,4.5,12.0,68.0,23.0,8.2,0.87,2023-01-11,52.35803899985509,4.899699999642448
10.0,0.1,-0.53,5.0,68.0,25.0,10.0,0.87,2023-01-11,52.359714000013874,4.866208000411839
10.0,0.14,-0.11,8.3,68.0,23.2,8.6,0.87,2023-01-11,52.37205599978701,4.904399999582005
10.0,0.14,5.9,13.0,68.0,25.0,8.6,0.87,2023-01-11,52.374786000246935,4.86031900024369
10.0,0.14,-0.16,9.48,68.0,23.2,8.6,0.87,2023-01-11,52.38931400010768,4.9438219998869615
10.0,0.18,1.8,9.1,68.0,24.0,9.9,0.87,2023-01-11,52.389983000188224,4.88781099987638
10.0,0.14,1.9000000000000001,9.48,68.0,19.0,6.3,0.87,2023-01-11,52.39397200025616,4.870156999790721
10.7,0.16999999999999998,11.0,21.0,54.5,12.0,3.7,-0.1,2023-01-12,52.35803899985509,4.899699999642448
10.7,0.12,-0.65,5.4,54.0,17.0,2.3,-0.1,2023-01-12,52.359714000013874,4.866208000411839
10.7,0.16999999999999998,0.3,12.0,54.5,13.6,3.6,-0.1,2023-01-12,52.37205599978701,4.904399999582005
10.7,0.16999999999999998,7.9,19.0,54.5,14.0,3.6,-0.1,2023-01-12,52.374786000246935,4.86031900024369
10.7,0.16999999999999998,-0.25,14.280000000000001,55.0,13.6,3.6,-0.1,2023-01-12,52.38931400010768,4.9438219998869615
10.7,0.22,4.6,14.0,54.5,14.0,5.9,-0.1,2023-01-12,52.389983000188224,4.88781099987638
10.7,0.16999999999999998,3.8166666666666664,14.280000000000001,54.5,11.0,2.5,-0.1,2023-01-12,52.39397200025616,4.870156999790721
8.2,0.195,5.2,18.0,55.5,3.7,0.88,0.067,2023-01-14,52.35803899985509,4.899699999642448
8.2,0.15,-0.2,11.0,54.0,5.7,0.4,0.067,2023-01-14,52.359714000013874,4.866208000411839
8.2,0.195,0.23,20.0,55.5,6.32,1.2375,0.067,2023-01-14,52.37205599978701,4.904399999582005
8.2,0.195,4.5,21.0,55.5,7.2,1.2375,0.067,2023-01-14,52.374786000246935,4.86031900024369
8.2,0.195,-0.2,19.6,57.0,6.32,1.2375,0.067,2023-01-14,52.38931400010768,4.9438219998869615
8.2,0.24,5.3,28.0,55.5,7.9,2.8,0.067,2023-01-14,52.389983000188224,4.88781099987638
8.2,0.195,2.471666666666667,19.6,55.5,7.1,0.87,0.067,2023-01-14,52.39397200025616,4.870156999790721
6.6,0.3,20.0,43.0,38.0,9.5,5.3,0.22,2023-01-15,52.35803899985509,4.899699999642448
6.6,0.21,3.3,29.0,34.0,12.0,3.9,0.22,2023-01-15,52.359714000013874,4.866208000411839
